585	chr1	24735	26734
586	chr1	131124	133123
587	chr1	323790	325789
588	chr1	433151	435150
588	chr1	445273	447272
589	chr1	529219	531218
589	chr1	540738	542737
590	chr1	709984	711983
590	chr1	758416	760415
591	chr1	784863	786862
591	chr1	797975	799974
591	chr1	835694	837693
591	chr1	850765	852764
591	chr1	863633	867331
591	chr1	880364	884355
591	chr1	888603	892312
591	chr1	908539	910868
592	chr1	915154	917725
592	chr1	929387	931386
592	chr1	944670	946669
592	chr1	951852	952767
592	chr1	958344	961794
592	chr1	972239	973495
592	chr1	986430	988273
592	chr1	997304	997677
592	chr1	1007319	1009508
592	chr1	1042044	1044043
593	chr1	1048341	1048514
593	chr1	1068369	1070368
593	chr1	1089211	1091210
593	chr1	1095477	1096042
593	chr1	1105314	1107313
593	chr1	1112146	1113573
593	chr1	1128827	1130826
593	chr1	1139157	1139669
593	chr1	1156420	1157167
593	chr1	1170986	1171914
594	chr1	1184471	1187395
594	chr1	1199166	1201165
594	chr1	1205598	1206514
594	chr1	1224780	1226779
594	chr1	1238400	1240399
594	chr1	1250494	1252321
594	chr1	1256549	1257642
594	chr1	1279933	1281932
594	chr1	1287346	1287706
74	chr1	1305140	1307139
595	chr1	1318644	1320643
595	chr1	1330071	1332070
595	chr1	1337603	1340003
595	chr1	1351159	1353158
595	chr1	1358001	1359559
595	chr1	1365300	1368766
595	chr1	1385555	1387554
595	chr1	1391890	1394084
595	chr1	1402844	1404843
595	chr1	1409822	1412033
596	chr1	1440588	1442587
596	chr1	1450206	1450700
596	chr1	1461030	1462507
596	chr1	1466807	1468603
596	chr1	1485532	1487531
596	chr1	1491795	1494760
596	chr1	1505482	1507481
596	chr1	1530331	1532330
596	chr1	1546453	1548452
596	chr1	1554016	1556586
597	chr1	1576377	1578376
597	chr1	1586073	1588072
597	chr1	1596981	1598980
597	chr1	1604687	1605897
597	chr1	1619610	1621609
597	chr1	1627068	1629085
597	chr1	1639593	1641592
597	chr1	1651395	1653394
597	chr1	1666756	1668755
597	chr1	1673102	1674884
597	chr1	1680334	1683372
597	chr1	1687972	1689766
598	chr1	1705394	1707393
598	chr1	1817405	1819404
599	chr1	1835958	1837957
599	chr1	1846098	1848097
599	chr1	1853392	1857245
599	chr1	1870715	1872714
599	chr1	1882344	1884343
