585	chr1	1	24734
586	chr1	33811	131123
587	chr1	139564	323789
588	chr1	332230	433150
588	chr1	442165	445272
589	chr1	454545	529218
589	chr1	538115	540737
590	chr1	550650	709983
590	chr1	718548	758415
591	chr1	767446	784862
591	chr1	793212	797974
591	chr1	809629	835693
591	chr1	849884	850764
592	chr1	923928	929386
592	chr1	941411	944669
592	chr1	1031731	1042043
593	chr1	1056446	1068368
593	chr1	1076848	1089210
593	chr1	1104585	1105313
593	chr1	1120007	1128826
594	chr1	1194800	1199165
594	chr1	1213943	1224779
594	chr1	1234164	1238399
594	chr1	1276635	1279932
74	chr1	1295127	1305139
595	chr1	1315040	1318643
595	chr1	1326925	1330070
595	chr1	1346953	1351158
595	chr1	1379585	1385554
595	chr1	1400339	1402843
596	chr1	1424685	1440587
596	chr1	1480670	1485531
596	chr1	1500987	1505481
596	chr1	1514748	1530330
596	chr1	1540137	1546452
597	chr1	1575471	1576376
597	chr1	1584596	1586072
597	chr1	1594943	1596980
597	chr1	1612244	1619609
597	chr1	1638691	1639592
597	chr1	1647812	1651394
597	chr1	1660232	1666755
598	chr1	1696064	1705393
598	chr1	1718142	1817404
599	chr1	1827273	1835957
599	chr1	1844602	1846097
599	chr1	1863524	1870714
599	chr1	1879878	1882343
599	chr1	1890871	1892413
599	chr1	1901787	1906267
599	chr1	1917801	1931165
599	chr1	1939453	1946410
600	chr1	1965851	1970685
600	chr1	1995172	2001178
600	chr1	2009566	2021204
600	chr1	2030226	2034554
600	chr1	2050866	2059781
600	chr1	2070667	2078313
601	chr1	2086530	2112431
601	chr1	2130643	2132807
601	chr1	2148498	2154211
601	chr1	2165174	2208019
601	chr1	2217882	2218197
602	chr1	2226570	2228309
602	chr1	2270433	2272357
602	chr1	2280658	2300158
602	chr1	2308377	2312352
602	chr1	2327765	2329549
603	chr1	2350157	2355925
603	chr1	2364168	2367845
603	chr1	2379815	2383668
603	chr1	2392087	2394824
603	chr1	2403056	2405756
603	chr1	2419507	2429647
604	chr1	2482364	2513396
604	chr1	2522893	2523238
604	chr1	2531504	2533670
604	chr1	2541887	2555891
604	chr1	2565056	2570029
605	chr1	2578865	2702024
605	chr1	2710962	2712740
606	chr1	2721234	2768125
606	chr1	2781362	2823784
606	chr1	2832295	2843055
606	chr1	2854874	2872544
607	chr1	2880809	2881061
607	chr1	2890924	2914496
607	chr1	2922754	2925154
607	chr1	2933377	2934632
607	chr1	2943044	2975274
608	chr1	3003979	3024178
608	chr1	3032558	3034066
608	chr1	3042344	3052540
608	chr1	3063269	3067898
608	chr1	3076240	3076933
608	chr1	3085293	3098539
609	chr1	3115910	3143844
609	chr1	3168644	3178820
609	chr1	3188825	3191375
609	chr1	3208454	3235914
609	chr1	3244262	3271028
610	chr1	3279285	3303068
610	chr1	3315036	3317268
610	chr1	3336228	3338011
610	chr1	3346807	3347364
610	chr1	3355633	3366904
610	chr1	3375684	3390700
611	chr1	3399192	3421575
611	chr1	3431684	3431987
611	chr1	3440251	3443448
611	chr1	3451951	3455873
611	chr1	3464270	3495901
611	chr1	3504471	3507708
611	chr1	3516119	3523618
612	chr1	3532684	3536766
612	chr1	3546242	3552962
612	chr1	3573637	3603095
612	chr1	3611554	3619317
612	chr1	3627522	3630632
612	chr1	3639102	3645293
612	chr1	3653675	3658962
613	chr1	3668086	3684552
